"id"	"orig.id"	"file.speaker.id"	"text.id"	"subfile"	"spk.id"	"spk.ref"	"zone"	"title"	"date"	"sex"	"age"	"prov"	"reside"	"ed.lev"	"occupation"	"relig"	"1st.lg"	"other.lgs"	"speech.unit.count"	"word.count"
126	"112"	"<S1A-026$A>"	"S1A-026"	"1"	"76"	"A"	"northern ireland"	"teachers chat"	"1990-1994"	"female"	"26-33"	NA	"(london)derry"	NA	"teacher"	NA	NA	NA	160	1493
127	"113"	"<S1A-026$B>"	"S1A-026"	"1"	"77"	"B"	"northern ireland"	"teachers chat"	"1990-1994"	"female"	NA	NA	"(london)derry"	NA	"teacher"	NA	NA	NA	54	304
128	"114"	"<S1A-026$C>"	"S1A-026"	"1"	"78"	"C"	"northern ireland"	"teachers chat"	"1990-1994"	"male"	NA	NA	NA	NA	"na"	NA	NA	NA	27	151
129	NA	"<S1A-027$?>"	"S1A-027"	"1"	NA	"?"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	4
130	"115"	"<S1A-027$A>"	"S1A-027"	"1"	"79"	"A"	"northern ireland"	"chess club"	"1990-1994"	"male"	"19-25"	NA	"belfast"	"some tertiary education"	"student"	NA	NA	NA	89	605
131	"116"	"<S1A-027$B>"	"S1A-027"	"1"	"80"	"B"	"northern ireland"	"chess club"	"1990-1994"	"male"	"19-25"	NA	"belfast"	"some tertiary education"	"student"	NA	NA	NA	95	602
132	"117"	"<S1A-027$C>"	"S1A-027"	"1"	"81"	"C"	"northern ireland"	"chess club"	"1990-1994"	"male"	"19-25"	NA	"belfast"	"some tertiary education"	"student"	NA	NA	NA	99	701
133	"118"	"<S1A-028$A>"	"S1A-028"	"1"	"82"	"A"	"northern ireland"	"postgrad study"	"1990-1994"	"female"	"19-25"	NA	"belfast"	"some tertiary education"	"student"	NA	NA	NA	115	886
134	"119"	"<S1A-028$B>"	"S1A-028"	"1"	"83"	"B"	"northern ireland"	"postgrad study"	"1990-1994"	"female"	"19-25"	NA	"belfast"	"some tertiary education"	"student"	NA	NA	NA	49	291
135	"120"	"<S1A-028$C>"	"S1A-028"	"1"	"84"	"C"	"northern ireland"	"postgrad study"	"1990-1994"	"female"	"19-25"	NA	"belfast"	"first degree"	"student"	NA	NA	NA	74	720
136	"121"	"<S1A-029$A>"	"S1A-029"	"1"	"85"	"A"	"northern ireland"	"second world war"	"1990-1994"	"male"	"19-25"	"fermanagh"	NA	"first degree"	"deputy editor"	"protestant"	"english"	NA	68	302
137	"122"	"<S1A-029$B>"	"S1A-029"	"1"	"86"	"B"	"northern ireland"	"second world war"	"1990-1994"	"female"	"50+"	"fermanagh"	"fermanagh"	NA	"na"	NA	NA	NA	97	939
138	"123"	"<S1A-029$C>"	"S1A-029"	"1"	"87"	"C"	"northern ireland"	"second world war"	"1990-1994"	"female"	"50+"	"fermanagh"	"fermanagh"	NA	"na"	NA	NA	NA	13	61
139	"121"	"<S1A-029$A>"	"S1A-029"	"2"	"85"	"A"	"northern ireland"	"second world war"	"1990-1994"	"male"	"19-25"	"fermanagh"	NA	"first degree"	"deputy editor"	"protestant"	"english"	NA	26	118
140	"122"	"<S1A-029$B>"	"S1A-029"	"2"	"86"	"B"	"northern ireland"	"second world war"	"1990-1994"	"female"	"50+"	"fermanagh"	"fermanagh"	NA	"na"	NA	NA	NA	12	120
141	"124"	"<S1A-029$D>"	"S1A-029"	"2"	"88"	"D"	"northern ireland"	"second world war"	"1990-1994"	"female"	"50+"	"fermanagh"	"fermanagh"	NA	"na"	NA	NA	NA	38	533
142	"125"	"<S1A-030$A>"	"S1A-030"	"1"	"89"	"A"	"northern ireland"	"bank branches"	"1990-1994"	"male"	NA	NA	NA	NA	"na"	NA	NA	NA	67	492
143	"126"	"<S1A-030$B>"	"S1A-030"	"1"	"90"	"B"	"northern ireland"	"bank branches"	"1990-1994"	"female"	NA	"antrim"	NA	NA	"na"	NA	NA	NA	31	187
144	"127"	"<S1A-030$C>"	"S1A-030"	"1"	"91"	"C"	"northern ireland"	"bank branches"	"1990-1994"	"female"	NA	"(london)derry"	NA	"some tertiary education"	"student"	NA	"english"	NA	103	620
145	"128"	"<S1A-030$D>"	"S1A-030"	"1"	"92"	"D"	"northern ireland"	"bank branches"	"1990-1994"	"male"	NA	NA	NA	NA	"na"	NA	NA	NA	76	514
146	"129"	"<S1A-031$A>"	"S1A-031"	"1"	"93"	"A"	"northern ireland"	"restaurants"	"1990-1994"	"female"	NA	NA	NA	NA	"na"	NA	NA	NA	112	785
147	NA	"<S1A-031$B?>"	"S1A-031"	"1"	NA	"B?"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	5
148	"130"	"<S1A-031$B>"	"S1A-031"	"1"	"94"	"B"	"northern ireland"	"restaurants"	"1990-1994"	"female"	NA	NA	NA	NA	"na"	NA	NA	NA	90	570
149	"131"	"<S1A-031$C>"	"S1A-031"	"1"	"95"	"C"	"northern ireland"	"restaurants"	"1990-1994"	"male"	NA	NA	NA	NA	"na"	NA	NA	NA	78	367
150	"132"	"<S1A-031$D>"	"S1A-031"	"1"	"96"	"D"	"northern ireland"	"restaurants"	"1990-1994"	"female"	NA	NA	NA	NA	"na"	NA	NA	NA	53	373
151	"133"	"<S1A-032$A>"	"S1A-032"	"1"	"98"	"A"	"northern ireland"	"art - football"	"1990-1994"	"male"	NA	NA	NA	"some tertiary education"	"student"	NA	NA	NA	37	289
152	"134"	"<S1A-032$B>"	"S1A-032"	"1"	"80"	"B"	"northern ireland"	"art - football"	"1990-1994"	"male"	"19-25"	NA	"belfast"	"some tertiary education"	"student"	NA	NA	NA	23	132
153	"135"	"<S1A-032$C>"	"S1A-032"	"1"	"99"	"C"	"northern ireland"	"art - football"	"1990-1994"	"male"	NA	NA	NA	"some tertiary education"	"student"	NA	NA	NA	47	330
154	"136"	"<S1A-032$D>"	"S1A-032"	"2"	"73"	"D"	"northern ireland"	"art - football"	"1990-1994"	"female"	NA	NA	NA	NA	"na"	NA	NA	NA	86	588
155	"137"	"<S1A-032$E>"	"S1A-032"	"2"	"72"	"E"	"northern ireland"	"art - football"	"1990-1994"	"female"	NA	NA	NA	NA	"na"	NA	NA	NA	68	345
156	"138"	"<S1A-032$F>"	"S1A-032"	"2"	"74"	"F"	"northern ireland"	"art - football"	"1990-1994"	"male"	NA	NA	NA	NA	"na"	NA	NA	NA	20	94
157	"139"	"<S1A-032$G>"	"S1A-032"	"2"	"75"	"G"	"northern ireland"	"art - football"	"1990-1994"	"male"	NA	NA	NA	NA	"na"	NA	NA	NA	34	123
158	NA	"<S1A-033$?>"	"S1A-033"	"1"	NA	"?"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	18
159	"140"	"<S1A-033$A>"	"S1A-033"	"1"	"13"	"A"	"northern ireland"	"singers"	"2002-2005"	"female"	"50+"	NA	"belfast"	"secondary school qualification"	"retired civil servant"	"catholic"	"english"	NA	36	157
160	"141"	"<S1A-033$B>"	"S1A-033"	"1"	"106"	"B"	"northern ireland"	"singers"	"2002-2005"	"female"	"50+"	"belfast"	"belfast"	"secondary school qualification"	"retired civil servant"	"catholic"	"english"	NA	151	1256
161	"142"	"<S1A-033$C>"	"S1A-033"	"1"	"105"	"C"	"northern ireland"	"singers"	"2002-2005"	"female"	"50+"	NA	"belfast"	"secondary school qualification"	"retired social worker"	"catholic"	"english"	"irish gaelic"	57	416
162	"143"	"<S1A-033$D>"	"S1A-033"	"1"	"107"	"D"	"mixed between ni and roi"	"singers"	"2002-2005"	"female"	"50+"	NA	"belfast"	"secondary school qualification"	"retired civil servant"	"catholic"	"english & irish gaelic"	NA	41	376
163	"144"	"<S1A-034$A>"	"S1A-034"	"1"	"89"	"A"	"northern ireland"	"ni towns"	"1990-1994"	"male"	NA	NA	NA	NA	"na"	NA	NA	NA	82	623
164	"145"	"<S1A-034$B>"	"S1A-034"	"1"	"92"	"B"	"northern ireland"	"ni towns"	"1990-1994"	"male"	NA	NA	NA	NA	"na"	NA	NA	NA	71	466
165	"146"	"<S1A-034$C>"	"S1A-034"	"1"	"91"	"C"	"northern ireland"	"ni towns"	"1990-1994"	"female"	NA	"(london)derry"	NA	"some tertiary education"	"student"	NA	"english"	NA	90	534
166	"147"	"<S1A-034$D>"	"S1A-034"	"1"	"90"	"D"	"northern ireland"	"ni towns"	"1990-1994"	"female"	NA	"antrim"	NA	NA	"na"	NA	NA	NA	32	236
167	"148"	"<S1A-035$A>"	"S1A-035"	"1"	"108"	"A"	"northern ireland"	"houses"	"2002-2005"	"male"	"19-25"	"belfast"	"belfast"	"first degree"	"apprentice barrister"	"catholic"	"english"	NA	134	944
168	"149"	"<S1A-035$B>"	"S1A-035"	"1"	"4"	"B"	"northern ireland"	"houses"	"2002-2005"	"female"	"19-25"	"belfast"	"belfast"	"postgraduate qualification"	"trainee solicitor"	"catholic"	"english"	"french"	155	1160
169	"150"	"<S1A-036$A>"	"S1A-036"	"1"	"17"	"A"	"northern ireland"	"dinner plans"	"2002-2005"	"female"	"26-33"	"down"	"belfast"	"postgraduate qualification"	"research assistant"	"catholic"	"english"	"thai & french & spanish"	117	657
170	"151"	"<S1A-036$B>"	"S1A-036"	"1"	"109"	"B"	"northern ireland"	"dinner plans"	"2002-2005"	"female"	"26-33"	"down"	"belfast"	"first degree"	"social worker"	"catholic"	"english"	"french"	158	1251
171	"152"	"<S1A-037$A>"	"S1A-037"	"1"	"13"	"A"	"northern ireland"	"dirtiness"	"2002-2005"	"female"	"50+"	NA	"belfast"	"secondary school qualification"	"retired civil servant"	"catholic"	"english"	NA	34	202
172	"153"	"<S1A-037$B>"	"S1A-037"	"1"	"106"	"B"	"northern ireland"	"dirtiness"	"2002-2005"	"female"	"50+"	"belfast"	"belfast"	"secondary school qualification"	"retired civil servant"	"catholic"	"english"	NA	94	814
173	"154"	"<S1A-037$C>"	"S1A-037"	"1"	"105"	"C"	"northern ireland"	"dirtiness"	"2002-2005"	"female"	"50+"	NA	"belfast"	"secondary school qualification"	"retired social worker"	"catholic"	"english"	"irish gaelic"	87	899
174	"155"	"<S1A-037$D>"	"S1A-037"	"1"	"107"	"D"	"mixed between ni and roi"	"dirtiness"	"2002-2005"	"female"	"50+"	"dublin (city)"	"belfast"	"secondary school qualification"	"retired civil servant"	"catholic"	"english & irish gaelic"	NA	51	344
175	"156"	"<S1A-038$A>"	"S1A-038"	"1"	"17"	"A"	"northern ireland"	"going out"	"2002-2005"	"female"	"26-33"	"down"	"belfast"	"postgraduate qualification"	"research assistant"	"catholic"	"english"	"thai & french & spanish"	112	1012
176	"157"	"<S1A-038$B>"	"S1A-038"	"1"	"109"	"B"	"northern ireland"	"going out"	"2002-2005"	"female"	"26-33"	"down"	"belfast"	"first degree"	"social worker"	"catholic"	"english"	"french"	114	938
177	"158"	"<S1A-039$A>"	"S1A-039"	"1"	"110"	"A"	"northern ireland"	"australia"	"2002-2005"	"male"	"26-33"	"armagh"	"armagh"	"first degree"	"student"	"catholic"	"english"	NA	41	228
178	"159"	"<S1A-039$B>"	"S1A-039"	"1"	"111"	"B"	"northern ireland"	"australia"	"2002-2005"	"male"	"19-25"	"armagh"	"armagh"	"some tertiary education"	"student"	"catholic"	"english"	NA	113	1117
179	"160"	"<S1A-039$C>"	"S1A-039"	"1"	"112"	"C"	"northern ireland"	"australia"	"2002-2005"	"female"	"19-25"	"armagh"	"armagh"	"some tertiary education"	"student"	"catholic"	"english"	NA	56	894
180	"161"	"<S1A-040$A>"	"S1A-040"	"1"	"113"	"A"	"northern ireland"	"family banter"	"2002-2005"	"female"	"50+"	"down"	"down"	NA	"na"	NA	NA	NA	54	284
181	"162"	"<S1A-040$B>"	"S1A-040"	"1"	"114"	"B"	"northern ireland"	"family banter"	"2002-2005"	"male"	"50+"	"down"	"down"	NA	"na"	"catholic"	NA	NA	55	400
182	"163"	"<S1A-040$C>"	"S1A-040"	"1"	"115"	"C"	"northern ireland"	"family banter"	"2002-2005"	"female"	"19-25"	"down"	"down"	NA	"na"	"catholic"	NA	NA	18	96
183	"164"	"<S1A-040$D>"	"S1A-040"	"1"	"116"	"D"	"northern ireland"	"family banter"	"2002-2005"	"female"	"19-25"	"down"	"down"	"first degree"	"student"	"catholic"	"english"	NA	45	268
184	"165"	"<S1A-041$A>"	"S1A-041"	"1"	"117"	"A"	"northern ireland"	"dvds"	"1990-1994"	"female"	NA	NA	NA	NA	"na"	NA	NA	NA	42	229
185	"166"	"<S1A-041$B>"	"S1A-041"	"1"	"118"	"B"	"northern ireland"	"dvds"	"1990-1994"	"male"	"19-25"	NA	NA	NA	"na"	NA	NA	NA	130	785
186	"167"	"<S1A-041$C>"	"S1A-041"	"1"	"119"	"C"	"northern ireland"	"dvds"	"1990-1994"	"female"	NA	NA	NA	NA	"na"	NA	NA	NA	48	303
187	"168"	"<S1A-041$D>"	"S1A-041"	"1"	"120"	"D"	"northern ireland"	"dvds"	"1990-1994"	"male"	NA	NA	NA	NA	"na"	NA	NA	NA	104	791
188	NA	"<S1A-042$?>"	"S1A-042"	"1"	NA	"?"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	1
189	"169"	"<S1A-042$A>"	"S1A-042"	"1"	"121"	"A"	"northern ireland"	"photos"	"1990-1994"	"female"	NA	NA	"belfast"	"some tertiary education"	"student"	NA	NA	NA	57	215
190	"170"	"<S1A-042$B>"	"S1A-042"	"1"	"122"	"B"	"northern ireland"	"photos"	"1990-1994"	"female"	NA	"(london)derry"	NA	NA	"na"	NA	NA	NA	104	708
191	"171"	"<S1A-042$C>"	"S1A-042"	"1"	"123"	"C"	"northern ireland"	"photos"	"1990-1994"	"female"	NA	NA	"belfast"	"some tertiary education"	"student"	NA	NA	NA	17	81
192	"172"	"<S1A-042$D>"	"S1A-042"	"1"	"124"	"D"	"republic of ireland"	"photos"	"1990-1994"	"female"	NA	"galway (county)"	NA	NA	"na"	NA	NA	NA	99	598
193	"173"	"<S1A-042$E>"	"S1A-042"	"1"	"125"	"E"	"northern ireland"	"photos"	"1990-1994"	"male"	NA	NA	NA	NA	"na"	NA	NA	NA	11	40
194	"174"	"<S1A-043$A>"	"S1A-043"	"1"	"127"	"A"	"northern ireland"	"drinking"	"2002-2005"	"female"	"50+"	"(london)derry"	"(london)derry"	"secondary school qualification"	"housewife"	"catholic"	"english"	NA	154	1574
195	"175"	"<S1A-043$B>"	"S1A-043"	"1"	"129"	"B"	"northern ireland"	"drinking"	"2002-2005"	"male"	"26-33"	"(london)derry"	"belfast"	"first degree"	"administrator"	"catholic"	"english"	NA	35	272
196	"176"	"<S1A-043$C>"	"S1A-043"	"1"	"126"	"C"	"mixed between ni and roi"	"drinking"	"2002-2005"	"female"	"26-33"	"donegal"	"belfast"	"first degree"	"it analyst"	"catholic"	"english"	"irish gaelic"	11	50
197	"177"	"<S1A-043$D>"	"S1A-043"	"1"	"17"	"D"	"northern ireland"	"drinking"	"2002-2005"	"female"	"26-33"	"down"	"belfast"	"postgraduate qualification"	"research assistant"	"catholic"	"english"	"thai & french & spanish"	18	63
198	"178"	"<S1A-044$A>"	"S1A-044"	"1"	"128"	"A"	"mixed between ni and roi"	"encounter"	"2002-2005"	"female"	"26-33"	"down"	"england"	"postgraduate qualification"	"teacher"	"protestant"	"english"	NA	173	1782
199	"179"	"<S1A-044$B>"	"S1A-044"	"1"	"17"	"B"	"northern ireland"	"encounter"	"2002-2005"	"female"	"26-33"	"down"	"belfast"	"postgraduate qualification"	"research assistant"	"catholic"	"english"	"thai & french & spanish"	16	40
200	"180"	"<S1A-044$C>"	"S1A-044"	"1"	"130"	"C"	"northern ireland"	"encounter"	"2002-2005"	"female"	"26-33"	"tyrone"	"belfast"	"postgraduate qualification"	"teacher"	"catholic"	"english"	NA	19	51
201	"181"	"<S1A-044$D>"	"S1A-044"	"1"	"126"	"D"	"mixed between ni and roi"	"encounter"	"2002-2005"	"female"	"26-33"	"donegal"	"belfast"	"first degree"	"it analyst"	"catholic"	"english"	"irish gaelic"	5	27
202	NA	"<S1A-045$?>"	"S1A-045"	"1"	NA	"?"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	0
203	"182"	"<S1A-045$A>"	"S1A-045"	"1"	"132"	"A"	"northern ireland"	"fish"	"2002-2005"	"female"	NA	NA	"down"	NA	"fishwife"	NA	NA	NA	188	1549
204	"183"	"<S1A-045$B>"	"S1A-045"	"1"	"131"	"B"	"northern ireland"	"fish"	"2002-2005"	"female"	"19-25"	"down"	"down"	"some tertiary education"	"student"	"catholic"	"english"	NA	76	367
205	"184"	"<S1A-045$C>"	"S1A-045"	"1"	"133"	"C"	"non-corpus speaker"	"fish"	"2002-2005"	"female"	"0-18"	NA	"down"	NA	"child"	NA	NA	NA	11	0
206	"185"	"<S1A-045$D>"	"S1A-045"	"1"	"134"	"D"	"non-corpus speaker"	"fish"	"2002-2005"	"male"	"0-18"	NA	"down"	NA	"child"	NA	NA	NA	5	0
207	"657"	"<S1A-046$A>"	"S1A-046"	"1"	"511"	"A"	"republic of ireland"	"the weekend"	"1990-1994"	"female"	"19-25"	NA	"limerick"	"some tertiary education"	"student"	"catholic"	"english"	"french & irish gaelic"	138	775
208	"658"	"<S1A-046$B>"	"S1A-046"	"1"	"512"	"B"	"republic of ireland"	"the weekend"	"1990-1994"	"female"	"19-25"	NA	"limerick"	"some tertiary education"	"student"	"catholic"	"english"	"irish gaelic"	131	857
209	"659"	"<S1A-047$A>"	"S1A-047"	"1"	"513"	"A"	"republic of ireland"	"office space"	"1990-1994"	"female"	"42-49"	NA	NA	"postgraduate qualification"	"lecturer"	"catholic"	"english"	"french & irish gaelic & spanish"	114	1157
210	"660"	"<S1A-047$B>"	"S1A-047"	"1"	"514"	"B"	"republic of ireland"	"office space"	"1990-1994"	"female"	"50+"	NA	"limerick"	"postgraduate qualification"	"lecturer"	"catholic"	"english"	"irish gaelic"	116	621
211	"661"	"<S1A-048$A>"	"S1A-048"	"1"	"515"	"A"	"republic of ireland"	"studying 1"	"1990-1994"	"female"	"19-25"	NA	"cork (county)"	"secondary school qualification"	"student"	NA	"english"	"french & irish gaelic & german"	136	824
212	"662"	"<S1A-048$B>"	"S1A-048"	"1"	"516"	"B"	"republic of ireland"	"studying 1"	"1990-1994"	"male"	"19-25"	NA	"cork (city)"	"secondary school qualification"	"student"	NA	"english"	NA	136	981
213	"663"	"<S1A-049$A>"	"S1A-049"	"1"	"517"	"A"	"republic of ireland"	"boyfriends 1"	"1990-1994"	"female"	"19-25"	NA	"dublin (city)"	"first degree"	"marketing assistant"	"catholic"	"english"	NA	214	2011
214	"664"	"<S1A-049$B>"	"S1A-049"	"1"	"518"	"B"	"republic of ireland"	"boyfriends 1"	"1990-1994"	"female"	"19-25"	"limerick"	"dublin (city)"	"some tertiary education"	"student"	"catholic"	"english"	"irish gaelic"	108	443
215	"665"	"<S1A-050$A>"	"S1A-050"	"1"	"519"	"A"	"republic of ireland"	"fireworks"	"1990-1994"	"female"	"19-25"	"wexford"	"dublin (city)"	"some tertiary education"	"student"	"catholic"	"english"	"french & irish gaelic"	65	347
216	"666"	"<S1A-050$B>"	"S1A-050"	"1"	"520"	"B"	"republic of ireland"	"fireworks"	"1990-1994"	"female"	"19-25"	"cork (city)"	"dublin (city)"	"some tertiary education"	"student"	"catholic"	"english"	"french & irish gaelic"	92	526
217	"667"	"<S1A-050$C>"	"S1A-050"	"1"	"521"	"C"	"republic of ireland"	"fireworks"	"1990-1994"	"female"	"19-25"	"cork (city)"	"dublin (city)"	"some tertiary education"	"student"	"catholic"	"english"	"french & irish gaelic"	185	1099
218	NA	"<S1A-051$?>"	"S1A-051"	"1"	NA	"?"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	4
219	"668"	"<S1A-051$A>"	"S1A-051"	"1"	"65"	"A"	"mixed between ni and roi"	"clothing dad"	"1990-1994"	"female"	"19-25"	"down"	"dublin (city)"	"some tertiary education"	"student"	"catholic"	"english & irish gaelic"	"spanish"	94	629
220	"669"	"<S1A-051$B>"	"S1A-051"	"1"	"522"	"B"	"republic of ireland"	"clothing dad"	"1990-1994"	"female"	"19-25"	"dublin (city)"	"dublin (city)"	"some tertiary education"	"student"	"catholic"	"english & irish gaelic"	NA	87	709
221	"670"	"<S1A-051$C>"	"S1A-051"	"1"	"523"	"C"	"republic of ireland"	"clothing dad"	"1990-1994"	"female"	"19-25"	"dublin (city)"	"dublin (city)"	"some tertiary education"	"student"	"catholic"	"english"	"french & irish gaelic"	15	59
222	"671"	"<S1A-051$D>"	"S1A-051"	"1"	"524"	"D"	"republic of ireland"	"clothing dad"	"1990-1994"	"female"	"19-25"	"cork (city)"	"dublin (city)"	"some tertiary education"	"student"	"catholic"	"english & irish gaelic"	NA	70	387
223	"672"	"<S1A-051$E>"	"S1A-051"	"1"	"525"	"E"	"republic of ireland"	"clothing dad"	"1990-1994"	"female"	"19-25"	"cork (city)"	"dublin (city)"	"some tertiary education"	"student"	"catholic"	"english & irish gaelic"	NA	46	295
224	"673"	"<S1A-052$A>"	"S1A-052"	"1"	"526"	"A"	"republic of ireland"	"buttermilk"	"1990-1994"	"female"	"19-25"	NA	"dublin (city)"	"some tertiary education"	"student"	"catholic"	"english"	NA	78	452
225	"674"	"<S1A-052$B>"	"S1A-052"	"1"	"527"	"B"	"republic of ireland"	"buttermilk"	"1990-1994"	"male"	"19-25"	NA	"dublin (city)"	"some tertiary education"	"student"	"catholic"	"english"	NA	85	590
226	"675"	"<S1A-052$C>"	"S1A-052"	"1"	"528"	"C"	"republic of ireland"	"buttermilk"	"1990-1994"	"male"	"26-33"	NA	"dublin (city)"	"first degree"	"systems analyst"	"catholic"	"english"	NA	77	416
227	"676"	"<S1A-053$A>"	"S1A-053"	"1"	"529"	"A"	"republic of ireland"	"student grants 1"	"1990-1994"	"female"	"26-33"	"dublin (city)"	"dublin (city)"	"some tertiary education"	"student"	"catholic"	"english"	"french & irish gaelic"	120	947
228	"677"	"<S1A-053$B>"	"S1A-053"	"1"	"519"	"B"	"republic of ireland"	"student grants 1"	"1990-1994"	"female"	"19-25"	"wexford"	"dublin (city)"	"some tertiary education"	"student"	"catholic"	"english"	"french & irish gaelic"	36	182
229	"678"	"<S1A-053$C>"	"S1A-053"	"1"	"520"	"C"	"republic of ireland"	"student grants 1"	"1990-1994"	"female"	"19-25"	"cork (city)"	"dublin (city)"	"some tertiary education"	"student"	"catholic"	"english"	"french & irish gaelic"	74	417
230	"679"	"<S1A-053$D>"	"S1A-053"	"1"	"521"	"D"	"republic of ireland"	"student grants 1"	"1990-1994"	"female"	"19-25"	"cork (city)"	"dublin (city)"	"some tertiary education"	"student"	"catholic"	"english"	"french & irish gaelic"	76	455
231	NA	"<S1A-053$X>"	"S1A-053"	"1"	NA	"X"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	7
232	NA	"<S1A-054$?>"	"S1A-054"	"1"	NA	"?"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	2
233	"680"	"<S1A-054$A>"	"S1A-054"	"1"	"529"	"A"	"republic of ireland"	"student grants 2"	"1990-1994"	"female"	"26-33"	"dublin (city)"	"dublin (city)"	"some tertiary education"	"student"	"catholic"	"english"	"french & irish gaelic"	82	766
234	"681"	"<S1A-054$B>"	"S1A-054"	"1"	"519"	"B"	"republic of ireland"	"student grants 2"	"1990-1994"	"female"	"19-25"	"wexford"	"dublin (city)"	"some tertiary education"	"student"	"catholic"	"english"	"french & irish gaelic"	12	75
235	"682"	"<S1A-054$C>"	"S1A-054"	"1"	"520"	"C"	"republic of ireland"	"student grants 2"	"1990-1994"	"female"	"19-25"	"cork (city)"	"dublin (city)"	"some tertiary education"	"student"	"catholic"	"english"	"french & irish gaelic"	50	410
236	"683"	"<S1A-054$D>"	"S1A-054"	"1"	"521"	"D"	"republic of ireland"	"student grants 2"	"1990-1994"	"female"	"19-25"	"cork (city)"	"dublin (city)"	"some tertiary education"	"student"	"catholic"	"english"	"french & irish gaelic"	73	636
237	NA	"<S1A-055$?>"	"S1A-055"	"1"	NA	"?"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0
238	"684"	"<S1A-055$A>"	"S1A-055"	"1"	"530"	"A"	"republic of ireland"	"hospitals"	"1990-1994"	"male"	"50+"	NA	"limerick"	"non-degree tertiary qualification"	"manager"	"catholic"	"english"	"french & latin"	89	563
239	"685"	"<S1A-055$B>"	"S1A-055"	"1"	"531"	"B"	"republic of ireland"	"hospitals"	"1990-1994"	"female"	"50+"	NA	"limerick"	"non-degree tertiary qualification"	"nurse"	"catholic"	"english"	"french & latin"	150	1310
240	"687"	"<S1A-055$D>"	"S1A-055"	"1"	"533"	"D"	"republic of ireland"	"hospitals"	"1990-1994"	"male"	"50+"	NA	"limerick"	"secondary school qualification"	"farmer"	"catholic"	"english"	"french & latin"	28	250
241	"688"	"<S1A-055$E>"	"S1A-055"	"1"	"534"	"E"	"republic of ireland"	"hospitals"	"1990-1994"	"female"	"42-49"	NA	"limerick"	"first degree"	"teacher"	"catholic"	"english"	"french & latin"	37	269
242	"690"	"<S1A-056$A>"	"S1A-056"	"1"	"536"	"A"	"republic of ireland"	"holistic medicine 1"	"1990-1994"	"female"	"19-25"	NA	"dublin (city)"	"some tertiary education"	"student"	"catholic"	"english"	"irish gaelic"	47	172
243	"691"	"<S1A-056$B>"	"S1A-056"	"1"	"537"	"B"	"republic of ireland"	"holistic medicine 1"	"1990-1994"	"female"	"19-25"	NA	"tipperary"	"some tertiary education"	"student"	"catholic"	"english"	NA	90	841
244	"692"	"<S1A-056$C>"	"S1A-056"	"1"	"538"	"C"	"republic of ireland"	"holistic medicine 1"	"1990-1994"	"female"	"19-25"	NA	"dublin (city)"	"some tertiary education"	"student"	"catholic"	"english"	"irish gaelic"	29	131
245	"693"	"<S1A-056$D>"	"S1A-056"	"1"	"539"	"D"	"republic of ireland"	"holistic medicine 1"	"1990-1994"	"female"	"19-25"	NA	"dublin (city)"	"secondary school qualification"	"student"	"catholic"	"english"	NA	71	801
246	"694"	"<S1A-056$X>"	"S1A-056"	"1"	"540"	"X"	"republic of ireland"	"holistic medicine 1"	"1990-1994"	"female"	"19-25"	NA	"dublin (city)"	NA	"na"	NA	NA	NA	6	12
247	"695"	"<S1A-057$A>"	"S1A-057"	"1"	"515"	"A"	"republic of ireland"	"studying 2"	"1990-1994"	"female"	"19-25"	NA	"cork (county)"	"secondary school qualification"	"student"	NA	"english"	"french & irish gaelic & german"	104	1019
248	"696"	"<S1A-057$B>"	"S1A-057"	"1"	"516"	"B"	"republic of ireland"	"studying 2"	"1990-1994"	"male"	"19-25"	NA	"cork (city)"	"secondary school qualification"	"student"	NA	"english"	NA	103	906
249	"697"	"<S1A-058$A>"	"S1A-058"	"1"	"536"	"A"	"republic of ireland"	"holistic medicine 2"	"1990-1994"	"female"	"19-25"	NA	"dublin (city)"	"some tertiary education"	"student"	"catholic"	"english"	NA	46	237
250	"698"	"<S1A-058$B>"	"S1A-058"	"1"	"537"	"B"	"republic of ireland"	"holistic medicine 2"	"1990-1994"	"female"	"19-25"	NA	"tipperary"	"some tertiary education"	"student"	"catholic"	"english"	NA	97	702
251	"699"	"<S1A-058$C>"	"S1A-058"	"1"	"538"	"C"	"republic of ireland"	"holistic medicine 2"	"1990-1994"	"female"	"19-25"	NA	"dublin (city)"	"some tertiary education"	"student"	"catholic"	"english"	NA	49	383
252	"700"	"<S1A-058$D>"	"S1A-058"	"1"	"539"	"D"	"republic of ireland"	"holistic medicine 2"	"1990-1994"	"female"	"19-25"	NA	"dublin (city)"	"secondary school qualification"	"student"	"catholic"	"english"	NA	61	663
