"id"	"file.speaker.id"	"text.id"	"subfile.id"	"spk.ref"	"age"	"sex"	"education"	"education-level"	"id.orig"	"text.cat"	"no.interlocs"	"communicative.role"	"surname"	"first.name"	"nationality"	"first.language"	"occupation"	"organising.body"	"date"	"time"	"place"	"address"	"audience"	"channel"	"main.title"	"source.title"	"speech.unit.count"	"word.count"
"76"	"<ICE-JAM:$B>"	"S1A-023"	"1"	"B"	"18-25"	"female"	NA	"university education"	"700"	"spoken-dialogue-private-direct conversations"	"2"	NA	"smith"	"daidrah"	"jamaican"	"english/patois"	"student"	"uwi mona"	"2000-2004"	"9:45 pm"	"kingston, jamaica"	"writing centre, university of the west indies, mona, kingston 7, jamaica"	NA	NA	NA	NA	"131"	"682"
"77"	"<ICE-JAM:$A>"	"S1A-024"	"1"	"A"	"18-25"	"female"	NA	"university education"	"701"	"spoken-dialogue-private-direct conversations"	"2"	NA	"clarke"	"lauri-ann"	"jamaican"	"english/patois"	"student"	"uwi mona"	"2000-2004"	"11:00"	"kingston, jamaica"	"mary seacole hall, university of the west indies, mona, kingston 7, jamaica"	NA	NA	NA	NA	"138"	"716"
"78"	"<ICE-JAM:$B>"	"S1A-024"	"1"	"B"	"18-25"	"female"	"bachelor's degree"	"university education"	"702"	"spoken-dialogue-private-direct conversations"	"2"	NA	"gunning"	"kay-ann"	"jamaican"	"patois"	"student"	"uwi mona"	"2000-2004"	"11:00"	"kingston, jamaica"	"mary seacole hall, university of the west indies, mona, kingston 7, jamaica"	NA	NA	NA	NA	"122"	"1197"
"79"	"<ICE-JAM:$A>"	"S1A-025"	"1"	"A"	"18-25"	"female"	NA	"university education"	"703"	"spoken-dialogue-private-direct conversations"	"2"	NA	"clarke"	"lauri-ann"	"jamaican"	"english/patois"	"student"	"uwi mona"	"2000-2004"	"1:00 pm"	"kingston, jamaica"	"bookshop, university of the west indies, mona, kingston 7, jamaica"	NA	NA	NA	NA	"234"	"1024"
"80"	"<ICE-JAM:$B>"	"S1A-025"	"1"	"B"	"18-25"	"female"	NA	"secondary education"	"704"	"spoken-dialogue-private-direct conversations"	"2"	NA	"anonymous"	"anonymous"	"jamaican"	"english"	"student"	"uwi mona"	"2000-2004"	"1:00 pm"	"kingston, jamaica"	"bookshop, university of the west indies, mona, kingston 7, jamaica"	NA	NA	NA	NA	"177"	"1229"
"81"	"<ICE-JAM:$A>"	"S1A-026"	"1"	"A"	"18-25"	"female"	NA	"secondary education"	"705"	"spoken-dialogue-private-direct conversations"	"2"	NA	"anonymous"	"anonymous"	"jamaican"	"english"	"student"	"uwi mona"	"2000-2004"	"1:00 pm"	"kingston, jamaica"	"bookshop, university of the west indies, mona, kingston 7, jamaica"	NA	NA	NA	NA	"156"	"1341"
"82"	"<ICE-JAM:$B>"	"S1A-026"	"1"	"B"	"18-25"	"female"	NA	"university education"	"706"	"spoken-dialogue-private-direct conversations"	"2"	NA	"clarke"	"lauri-ann"	"jamaican"	"english/patois"	"student"	"uwi mona"	"2000-2004"	"1:00 pm"	"kingston, jamaica"	"bookshop, university of the west indies, mona, kingston 7, jamaica"	NA	NA	NA	NA	"191"	"688"
"83"	"<ICE-JAM:$A>"	"S1A-027"	"1"	"A"	"18-25"	"female"	NA	"university education"	"707"	"spoken-dialogue-private-direct conversations"	"3"	NA	"smith"	"daidrah"	"jamaican"	"english/patois"	"student"	"uwi mona"	"2000-2004"	"3:30 pm"	"kingston, jamaica"	"cfni library, caribbean food & nutrition institute, p. o. box 140, mona, kingston 7, jamaica

p. o. box 140
cfni library, caribbean food & nutrition institute, p. o. box 140, mona, kingston 7"	NA	NA	NA	NA	"90"	"434"
"84"	"<ICE-JAM:$B>"	"S1A-027"	"1"	"B"	"26-45"	"female"	NA	"university education"	"708"	"spoken-dialogue-private-direct conversations"	"3"	NA	"anonymous"	"@sally@"	"jamaican"	"english/patois"	"librarian"	NA	"2000-2004"	"3:30 pm"	"kingston, jamaica"	"cfni library, caribbean food & nutrition institute, p. o. box 140, mona, kingston 7, jamaica

p. o. box 140
cfni library, caribbean food & nutrition institute, p. o. box 140, mona, kingston 7, jamaica"	NA	NA	NA	NA	"177"	"1603"
"85"	"<ICE-JAM:$C>"	"S1A-027"	"1"	"C"	NA	"female"	NA	NA	"709"	"spoken-dialogue-private-direct conversations"	"3"	NA	NA	NA	"jamaican"	NA	NA	NA	"2000-2004"	"3:30 pm"	"kingston, jamaica"	"cfni library, caribbean food & nutrition institute, p. o. box 140, mona, kingston 7, jamaica

p. o. box 140
cfni library, caribbean food & nutrition institute, p. o. box 140, mona, kingston 7, jamaica"	NA	NA	NA	NA	"2"	"11"
"86"	"<ICE-JAM:$A>"	"S1A-028"	"1"	"A"	"18-25"	"female"	NA	"university education"	"710"	"spoken-dialogue-private-direct conversations"	"2"	NA	"clarke"	"lauri-ann"	"jamaican"	"english/patois"	"student"	"uwi mona"	"2000-2004"	"11:30"	"kingston, jamaica"	"education computer lab"	NA	NA	NA	NA	"168"	"969"
"87"	"<ICE-JAM:$B>"	"S1A-028"	"1"	"B"	"18-25"	"female"	NA	"university education"	"711"	"spoken-dialogue-private-direct conversations"	"2"	NA	"johnson"	"sherika"	"jamaican"	"patois"	"student"	NA	"2000-2004"	"11:30"	"kingston, jamaica"	"education computer lab"	NA	NA	NA	NA	"112"	"1278"
"88"	"<ICE-JAM:$A>"	"S1A-029"	"1"	"A"	"18-25"	"female"	NA	"university education"	"712"	"spoken-dialogue-private-direct conversations"	"3"	NA	"clarke"	"lauri-ann"	"jamaican"	"english/patois"	"student"	"uwi mona"	"2000-2004"	"11:30"	"kingston, jamaica"	"education computer lab"	NA	NA	NA	NA	"172"	"735"
"89"	"<ICE-JAM:$B>"	"S1A-029"	"1"	"B"	"18-25"	"female"	NA	"university education"	"713"	"spoken-dialogue-private-direct conversations"	"3"	NA	"johnson"	"sherika"	"jamaican"	"patois"	"student"	NA	"2000-2004"	"11:30"	"kingston, jamaica"	"education computer lab"	NA	NA	NA	NA	"142"	"1307"
"90"	"<ICE-JAM:$C>"	"S1A-029"	"1"	"C"	NA	"male"	NA	NA	"714"	"spoken-dialogue-private-direct conversations"	"3"	NA	NA	NA	"jamaican"	NA	"vendor"	NA	"2000-2004"	"11:30"	"kingston, jamaica"	"education computer lab"	NA	NA	NA	NA	"11"	"57"
"91"	"<ICE-JAM:$A>"	"S1A-030"	"1"	"A"	"18-25"	"female"	NA	"university education"	"715"	"spoken-dialogue-private-direct conversations"	"2"	NA	"brown"	"tereka"	"jamaican"	"english/patois"	"student"	"uwi mona"	"2000-2004"	"4:05 pm"	"kingston, jamaica"	"writing centre, university of the west indies, mona, kingston 7, jamaica"	NA	NA	NA	NA	"102"	"529"
"92"	"<ICE-JAM:$B>"	"S1A-030"	"1"	"B"	"18-25"	"female"	NA	"university education"	"716"	"spoken-dialogue-private-direct conversations"	"2"	NA	"pinnock"	"carol"	"jamaican"	"english/patois"	"student"	"uwi mona"	"2000-2004"	"4:05 pm"	"kingston, jamaica"	"writing centre, university of the west indies, mona, kingston 7, jamaica"	NA	NA	NA	NA	"172"	"1493"
"93"	"<ICE-JAM:$A>"	"S1A-031"	"1"	"A"	"18-25"	"female"	NA	"university education"	"717"	"spoken-dialogue-private-direct conversations"	"2"	NA	"pinnock"	"carol"	"jamaican"	"english/patois"	"student"	"uwi mona"	"2000-2004"	"4:05 pm"	"kingston, jamaica"	"writing centre, university of the west indies, mona, kingston 7, jamaica"	NA	NA	NA	NA	"134"	"1563"
"94"	"<ICE-JAM:$B>"	"S1A-031"	"1"	"B"	"18-25"	"female"	NA	"university education"	"718"	"spoken-dialogue-private-direct conversations"	"2"	NA	"brown"	"tereka"	"jamaican"	"english/patois"	"student"	"uwi mona"	"2000-2004"	"4:05 pm"	"kingston, jamaica"	"writing centre, university of the west indies, mona, kingston 7, jamaica"	NA	NA	NA	NA	"83"	"447"
"95"	"<ICE-JAM:$A>"	"S1A-032"	"1"	"A"	"26-45"	"female"	NA	"secondary education"	"719"	"spoken-dialogue-private-direct conversations"	"2"	NA	"anonymous"	"anonymous"	"jamaican"	"english/patois"	"teacher/student"	NA	"2000-2004"	"11:45"	"kingston, jamaica"	NA	NA	NA	NA	NA	"97"	"1383"
"96"	"<ICE-JAM:$B>"	"S1A-032"	"1"	"B"	"18-25"	"female"	NA	"university education"	"720"	"spoken-dialogue-private-direct conversations"	"2"	NA	"brown"	"tereka"	"jamaican"	"english/patois"	"student"	"uwi mona"	"2000-2004"	"11:45"	"kingston, jamaica"	NA	NA	NA	NA	NA	"50"	"674"
"97"	"<ICE-JAM:$A>"	"S1A-033"	"1"	"A"	"26-45"	"female"	NA	"secondary education"	"721"	"spoken-dialogue-private-direct conversations"	"2"	NA	"anonymous"	"anonymous"	"jamaican"	"english/patois"	"teacher/student"	NA	"2000-2004"	"11:45"	"kingston, jamaica"	NA	NA	NA	NA	NA	"90"	"1781"
"98"	"<ICE-JAM:$B>"	"S1A-033"	"1"	"B"	"18-25"	"female"	NA	"university education"	"722"	"spoken-dialogue-private-direct conversations"	"2"	NA	"brown"	"tereka"	"jamaican"	"english/patois"	"student"	"uwi mona"	"2000-2004"	"11:45"	"kingston, jamaica"	NA	NA	NA	NA	NA	"54"	"383"
"99"	"<ICE-JAM:$A>"	"S1A-034"	"1"	"A"	"18-25"	"female"	NA	"university education"	"723"	"spoken-dialogue-private-direct conversations"	"2"	NA	"clarke"	"lauri-ann"	"jamaican"	"english/patois"	"student"	"uwi mona"	"2000-2004"	"1:50 pm"	"kingston, jamaica"	"university of the west indies, mona, kingston 7, jamaica"	NA	NA	NA	NA	"199"	"1133"
"100"	"<ICE-JAM:$B>"	"S1A-034"	"1"	"B"	"18-25"	"female"	NA	"secondary education"	"724"	"spoken-dialogue-private-direct conversations"	"2"	NA	"gray-farquharson"	"naderah"	"jamaican"	"patois"	"student"	"uwi mona"	"2000-2004"	"1:50 pm"	"kingston, jamaica"	"university of the west indies, mona, kingston 7, jamaica"	NA	NA	NA	NA	"166"	"887"
"101"	"<ICE-JAM:$A>"	"S1A-035"	"1"	"A"	"18-25"	"female"	NA	"university education"	"725"	"spoken-dialogue-private-direct conversations"	"2"	NA	"clarke"	"lauri-ann"	"jamaican"	"english/patois"	"student"	"uwi mona"	"2000-2004"	"1:50 pm"	"kingston, jamaica"	"university of the west indies, mona, kingston 7, jamaica"	NA	NA	NA	NA	"130"	"998"
"102"	"<ICE-JAM:$B>"	"S1A-035"	"1"	"B"	"18-25"	"female"	NA	"secondary education"	"726"	"spoken-dialogue-private-direct conversations"	"2"	NA	"gray-farquharson"	"naderah"	"jamaican"	"patois"	"student"	"uwi mona"	"2000-2004"	"1:50 pm"	"kingston, jamaica"	"university of the west indies, mona, kingston 7, jamaica"	NA	NA	NA	NA	"139"	"1005"
"103"	"<ICE-JAM:$A>"	"S1A-036"	"1"	"A"	"18-25"	"female"	NA	"university education"	"727"	"spoken-dialogue-private-direct conversations"	"2"	NA	"brown"	"tereka"	"jamaican"	"english/patois"	"student"	"uwi mona"	"2000-2004"	"7:30"	"kingston, jamaica"	NA	NA	NA	NA	NA	"161"	"1131"
"104"	"<ICE-JAM:$B>"	"S1A-036"	"1"	"B"	"18-25"	"male"	NA	"secondary education"	"728"	"spoken-dialogue-private-direct conversations"	"2"	NA	"burke"	"orvel"	"jamaican"	"english/patois"	"court aid"	NA	"2000-2004"	"7:30"	"kingston, jamaica"	NA	NA	NA	NA	NA	"163"	"896"
"105"	"<ICE-JAM:$A>"	"S1A-037"	"1"	"A"	"18-25"	"male"	NA	"university education"	"729"	"spoken-dialogue-private-direct conversations"	"2"	NA	"martin"	"winston"	"jamaican"	"english/patois"	"student"	NA	"2000-2004"	"4 pm"	"kingston, jamaica"	"mona school of business, kingston 7, jamaica"	NA	NA	NA	NA	"158"	"1672"
"106"	"<ICE-JAM:$B>"	"S1A-037"	"1"	"B"	"18-25"	"female"	NA	"university education"	"730"	"spoken-dialogue-private-direct conversations"	"2"	NA	"brown"	"tereka"	"jamaican"	"english/patois"	"student"	"uwi mona"	"2000-2004"	"4 pm"	"kingston, jamaica"	"mona school of business, kingston 7, jamaica"	NA	NA	NA	NA	"73"	"412"
"107"	"<ICE-JAM:$A>"	"S1A-038"	"1"	"A"	NA	"female"	NA	NA	"731"	"spoken-dialogue-private-direct conversations"	"2"	NA	NA	NA	"jamaican"	NA	NA	NA	"2000-2004"	NA	"kingston, jamaica"	NA	NA	NA	NA	NA	"87"	"478"
"108"	"<ICE-JAM:$B>"	"S1A-038"	"1"	"B"	"46+"	"female"	NA	"university education"	"732"	"spoken-dialogue-private-direct conversations"	"2"	NA	"edwards"	"jennifer"	"jamaican"	"english/patois"	NA	NA	"2000-2004"	NA	"kingston, jamaica"	NA	NA	NA	NA	NA	"81"	"1501"
"109"	"<ICE-JAM:$A>"	"S1A-039"	"1"	"A"	"46+"	"female"	NA	"university education"	"733"	"spoken-dialogue-private-direct conversations"	"2"	NA	"edwards"	"jennifer"	"jamaican"	"english/patois"	NA	NA	"2000-2004"	NA	"kingston, jamaica"	NA	NA	NA	NA	NA	"25"	"302"
"110"	"<ICE-JAM:$B>"	"S1A-039"	"1"	"B"	NA	"female"	NA	NA	"734"	"spoken-dialogue-private-direct conversations"	"2"	NA	NA	NA	"jamaican"	NA	NA	NA	"2000-2004"	NA	"kingston, jamaica"	NA	NA	NA	NA	NA	"23"	"189"
"111"	"<ICE-JAM:$A>"	"S1A-039"	"2"	"A"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"74"	"247"
"112"	"<ICE-JAM:$B>"	"S1A-039"	"2"	"B"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"54"	"1389"
"113"	"<ICE-JAM:$A>"	"S1A-040"	"1"	"A"	NA	"female"	NA	NA	"735"	"spoken-dialogue-private-direct conversations"	"2"	NA	NA	NA	"jamaican"	NA	NA	NA	"2000-2004"	NA	"kingston, jamaica"	NA	NA	NA	NA	NA	"72"	"464"
"114"	"<ICE-JAM:$B>"	"S1A-040"	"1"	"B"	"46+"	"female"	NA	"university education"	"736"	"spoken-dialogue-private-direct conversations"	"2"	NA	"edwards"	"jennifer"	"jamaican"	"english/patois"	NA	NA	"2000-2004"	NA	"kingston, jamaica"	NA	NA	NA	NA	NA	"103"	"1595"
"115"	"<ICE-JAM:$A>"	"S1A-041"	"1"	"A"	"18-25"	"female"	NA	"university education"	"737"	"spoken-dialogue-private-direct conversations"	"2"	NA	"@dalharty@"	"anonymous"	"jamaican"	"english/patois"	"student"	"uwi mona"	"2000-2004"	"9:00 am"	"kingston, jamaica"	"writing centre, university of the west indies, mona, kingston 7, jamaica"	NA	NA	NA	NA	"127"	"1555"
"116"	"<ICE-JAM:$B>"	"S1A-041"	"1"	"B"	NA	"female"	NA	NA	"738"	"spoken-dialogue-private-direct conversations"	"2"	NA	NA	NA	"jamaican"	NA	NA	NA	"2000-2004"	"9:00 am"	"kingston, jamaica"	"writing centre, university of the west indies, mona, kingston 7, jamaica"	NA	NA	NA	NA	"139"	"489"
"117"	"<ICE-JAM:$A>"	"S1A-042"	"1"	"A"	NA	"female"	NA	NA	"739"	"spoken-dialogue-private-direct conversations"	"2"	NA	NA	NA	"jamaican"	NA	NA	NA	"2000-2004"	"11:20 am"	"kingston, jamaica"	NA	NA	NA	NA	NA	"155"	"274"
"118"	"<ICE-JAM:$B>"	"S1A-042"	"1"	"B"	"18-25"	"male"	"bachelor's degree"	"university education"	"740"	"spoken-dialogue-private-direct conversations"	"2"	NA	"campbell"	"winston"	"jamaican"	"patois"	NA	NA	"2000-2004"	"11:20 am"	"kingston, jamaica"	NA	NA	NA	NA	NA	"100"	"1792"
"119"	"<ICE-JAM:$A>"	"S1A-043"	"1"	"A"	"18-25"	"female"	NA	"secondary education"	"742"	"spoken-dialogue-private-direct conversations"	"2"	NA	"frazer"	"catilda"	"jamaican"	"english/patois"	"student"	"uwi mona"	"2000-2004"	"9:50 am"	"kingston, jamaica"	NA	NA	NA	NA	NA	"46"	"133"
"120"	"<ICE-JAM:$B>"	"S1A-043"	"1"	"B"	"46+"	"female"	NA	"secondary education"	"743"	"spoken-dialogue-private-direct conversations"	"2"	NA	"hall"	"valeria ann"	"jamaican"	"english"	"office manager"	NA	"2000-2004"	"9:50 am"	"kingston, jamaica"	NA	NA	NA	NA	NA	"126"	"1941"
"121"	"<ICE-JAM:$A>"	"S1A-044"	"1"	"A"	"18-25"	"female"	NA	"secondary education"	"744"	"spoken-dialogue-private-direct conversations"	"2"	NA	"frazer"	"catilda"	"jamaican"	"english/patois"	"student"	"uwi mona"	"2000-2004"	"11:00 am"	"kingston, jamaica"	"writing centre, university of the west indies, mona, kingston 7, jamaica"	NA	NA	NA	NA	"39"	"177"
"122"	"<ICE-JAM:$B>"	"S1A-044"	"1"	"B"	"18-25"	"male"	NA	"university education"	"745"	"spoken-dialogue-private-direct conversations"	"2"	NA	"sherriah"	"andrã©"	"jamaican"	"english/patois"	"student"	"uwi mona"	"2000-2004"	"11:00 am"	"kingston, jamaica"	"writing centre, university of the west indies, mona, kingston 7, jamaica"	NA	NA	NA	NA	"85"	"1860"
"123"	"<ICE-JAM:$A?>"	"S1A-045"	"1"	"A?"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"1"	"3"
"124"	"<ICE-JAM:$A>"	"S1A-045"	"1"	"A"	"18-25"	"female"	NA	"university education"	"754"	"spoken-dialogue-private-direct conversations"	"2"	NA	"smith"	"daidrah"	"jamaican"	"english/patois"	"student"	"uwi mona"	"2000-2004"	"9:30 am"	"kingston, jamaica"	"assembly hall, university of the west indies, mona, kingston 7, jamaica"	NA	NA	NA	NA	"87"	"680"
"125"	"<ICE-JAM:$B>"	"S1A-045"	"1"	"B"	"26-45"	"female"	NA	"secondary education"	"755"	"spoken-dialogue-private-direct conversations"	"2"	NA	"campbell clarke"	"beverley"	"jamaican"	"english/patois"	"security officer"	NA	"2000-2004"	"9:30 am"	"kingston, jamaica"	"assembly hall, university of the west indies, mona, kingston 7, jamaica"	NA	NA	NA	NA	"114"	"1367"
"126"	"<ICE-JAM:$C?>"	"S1A-045"	"1"	"C?"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"5"	"17"
"127"	"<ICE-JAM:$A>"	"S1A-046"	"1"	"A"	"18-25"	"female"	NA	"secondary education"	"746"	"spoken-dialogue-private-direct conversations"	"2"	NA	"frazer"	"catilda"	"jamaican"	"english/patois"	"student"	"uwi mona"	"2000-2004"	"7:30"	"kingston, jamaica"	"mary seacole hall, university of the west indies, mona, kingston 7, jamaica"	NA	NA	NA	NA	"114"	"490"
"128"	"<ICE-JAM:$B>"	"S1A-046"	"1"	"B"	"26-45"	"female"	NA	"university education"	"747"	"spoken-dialogue-private-direct conversations"	"2"	NA	"strachan"	"kiesha kerry-ann"	"jamaican"	"english/patois"	"teacher"	NA	"2000-2004"	"7:30"	"kingston, jamaica"	"mary seacole hall, university of the west indies, mona, kingston 7, jamaica"	NA	NA	NA	NA	"125"	"1552"
"129"	"<ICE-JAM:$A>"	"S1A-047"	"1"	"A"	"26-45"	"female"	NA	"university education"	"748"	"spoken-dialogue-private-direct conversations"	"2"	NA	"strachan"	"kiesha kerry-ann"	"jamaican"	"english/patois"	"teacher"	NA	"2000-2004"	"7:30"	"kingston, jamaica"	"mary seacole hall, university of the west indies, mona, kingston 7, jamaica"	NA	NA	NA	NA	"104"	"1829"
"130"	"<ICE-JAM:$B>"	"S1A-047"	"1"	"B"	"18-25"	"female"	NA	"secondary education"	"749"	"spoken-dialogue-private-direct conversations"	"2"	NA	"frazer"	"catilda"	"jamaican"	"english/patois"	"student"	"uwi mona"	"2000-2004"	"7:30"	"kingston, jamaica"	"mary seacole hall, university of the west indies, mona, kingston 7, jamaica"	NA	NA	NA	NA	"80"	"225"
"131"	"<ICE-JAM:$A>"	"S1A-048"	"1"	"A"	"18-25"	"female"	NA	"university education"	"750"	"spoken-dialogue-private-direct conversations"	"2"	NA	"anonymous"	"anonymous"	"jamaican"	"english/patois"	"student"	"uwi mona"	"2000-2004"	"9:00 pm"	"kingston, jamaica"	NA	NA	NA	NA	NA	"34"	"481"
"132"	"<ICE-JAM:$B>"	"S1A-048"	"1"	"B"	"18-25"	"male"	NA	"university education"	"751"	"spoken-dialogue-private-direct conversations"	"2"	NA	"virgo"	"collin"	"jamaican"	"english/patois"	"guild public relations officer"	NA	"2000-2004"	"9:00 pm"	"kingston, jamaica"	NA	NA	NA	NA	NA	"60"	"1588"
"133"	"<ICE-JAM:$A>"	"S1A-049"	"1"	"A"	"18-25"	"male"	NA	"university education"	"752"	"spoken-dialogue-private-direct conversations"	"2"	NA	"virgo"	"collin"	"jamaican"	"english/patois"	"guild public relations officer"	NA	"2000-2004"	"9:00 pm"	"kingston, jamaica"	NA	NA	NA	NA	NA	"82"	"1985"
"134"	"<ICE-JAM:$B>"	"S1A-049"	"1"	"B"	"18-25"	"female"	NA	"university education"	"753"	"spoken-dialogue-private-direct conversations"	"2"	NA	"anonymous"	"anonymous"	"jamaican"	"english/patois"	"student"	"uwi mona"	"2000-2004"	"9:00 pm"	"kingston, jamaica"	NA	NA	NA	NA	NA	"8"	"96"
"135"	"<ICE-JAM:$A>"	"S1A-050"	"1"	"A"	"18-25"	"female"	NA	"university education"	"756"	"spoken-dialogue-private-direct conversations"	"2"	NA	"clarke"	"lauri-ann"	"jamaican"	"english/patois"	"student"	"uwi mona"	"2000-2004"	"10:00"	"kingston, jamaica"	"university of the west indies, mona, kingston 7, jamaica"	NA	NA	NA	NA	"193"	"987"
"136"	"<ICE-JAM:$B>"	"S1A-050"	"1"	"B"	"26-45"	"male"	NA	"secondary education"	"757"	"spoken-dialogue-private-direct conversations"	"2"	NA	"evans"	"gregory"	"jamaican"	"english/patois"	"quantity surveyor"	NA	"2000-2004"	"10:00"	"kingston, jamaica"	"university of the west indies, mona, kingston 7, jamaica"	NA	NA	NA	NA	"173"	"1115"
"137"	"<ICE-JAM:$A>"	"S1A-051"	"1"	"A"	"18-25"	"female"	NA	"university education"	"758"	"spoken-dialogue-private-direct conversations"	"2"	NA	"thompson"	"dahlia"	"jamaican"	"patois"	"student"	"uwi mona"	"2000-2004"	"11:15 am"	"kingston, jamaica"	"writing centre, university of the west indies, mona, kingston 7, jamaica"	NA	NA	NA	NA	"153"	"1520"
"138"	"<ICE-JAM:$B>"	"S1A-051"	"1"	"B"	NA	"female"	NA	NA	"759"	"spoken-dialogue-private-direct conversations"	"2"	NA	NA	NA	"jamaican"	NA	NA	NA	"2000-2004"	"11:15 am"	"kingston, jamaica"	"writing centre, university of the west indies, mona, kingston 7, jamaica"	NA	NA	NA	NA	"139"	"596"
"139"	"<ICE-JAM:$A>"	"S1A-052"	"1"	"A"	"18-25"	"female"	NA	"university education"	"760"	"spoken-dialogue-private-direct conversations"	"2"	NA	"thompson"	"dahlia"	"jamaican"	"patois"	"student"	"uwi mona"	"2000-2004"	"11:15 am"	"kingston, jamaica"	"writing centre, university of the west indies, mona, kingston 7, jamaica"	NA	NA	NA	NA	"155"	"1473"
"140"	"<ICE-JAM:$B>"	"S1A-052"	"1"	"B"	NA	"female"	NA	NA	"761"	"spoken-dialogue-private-direct conversations"	"2"	NA	NA	NA	"jamaican"	NA	NA	NA	"2000-2004"	"11:15 am"	"kingston, jamaica"	"writing centre, university of the west indies, mona, kingston 7, jamaica"	NA	NA	NA	NA	"104"	"818"
"141"	"<ICE-JAM:$A>"	"S1A-053"	"1"	"A"	"18-25"	"female"	NA	"university education"	"762"	"spoken-dialogue-private-direct conversations"	"2"	NA	"thompson"	"dahlia"	"jamaican"	"patois"	"student"	"uwi mona"	"2000-2004"	"10:25 am"	"kingston, jamaica"	"fertility management unit (univ. hospital)"	NA	NA	NA	NA	"137"	"454"
"142"	"<ICE-JAM:$B>"	"S1A-053"	"1"	"B"	"26-45"	"female"	NA	NA	"763"	"spoken-dialogue-private-direct conversations"	"2"	NA	"anonymous"	"@susan@"	"jamaican"	"english/patois"	"nurse, midwife"	NA	"2000-2004"	"10:25 am"	"kingston, jamaica"	"fertility management unit (univ. hospital)"	NA	NA	NA	NA	"161"	"1681"
"143"	"<ICE-JAM:$A>"	"S1A-054"	"1"	"A"	"18-25"	"female"	NA	"university education"	"764"	"spoken-dialogue-private-direct conversations"	"2"	NA	"thompson"	"dahlia"	"jamaican"	"patois"	"student"	NA	"2000-2004"	"10:25 am"	"kingston, jamaica"	"fertility management unit (univ. hospital)"	NA	NA	NA	NA	"127"	"530"
"144"	"<ICE-JAM:$B>"	"S1A-054"	"1"	"B"	"26-45"	"female"	NA	NA	"765"	"spoken-dialogue-private-direct conversations"	"2"	NA	"anonymous"	"@susan@"	"jamaican"	"english/patois"	"nurse, midwife"	NA	"2000-2004"	"10:25 am"	"kingston, jamaica"	"fertility management unit (univ. hospital)"	NA	NA	NA	NA	"158"	"1593"
"145"	"<ICE-JAM:$A>"	"S1A-055"	"1"	"A"	NA	"male"	NA	NA	"766"	"spoken-dialogue-private-direct conversations"	"3"	NA	"brown"	"paul"	"jamaican"	"english/patois"	NA	NA	"2000-2004"	"3:30"	"kingston, jamaica"	"taylor hall, university of the west indies, mona, kingston 7, jamaica"	NA	NA	NA	NA	"78"	"648"
"146"	"<ICE-JAM:$B>"	"S1A-055"	"1"	"B"	"18-25"	"female"	"bachelor's degree"	"university education"	"767"	"spoken-dialogue-private-direct conversations"	"3"	NA	"johnson"	"shenief shemiah"	"jamaican"	"english/patois"	"student"	NA	"2000-2004"	"3:30"	"kingston, jamaica"	"taylor hall, university of the west indies, mona, kingston 7, jamaica"	NA	NA	NA	NA	"131"	"1322"
"147"	"<ICE-JAM:$C>"	"S1A-055"	"1"	"C"	"18-25"	"female"	NA	"university education"	"768"	"spoken-dialogue-private-direct conversations"	"3"	NA	"clarke"	"lauri-ann"	"jamaican"	"english/patois"	"student"	"uwi mona"	"2000-2004"	"3:30"	"kingston, jamaica"	"taylor hall, university of the west indies, mona, kingston 7, jamaica"	NA	NA	NA	NA	"22"	"63"
